120,820,3855,11/18/2023 18:30
121,830,3987,10/13/2023 15:00
122,324,3981,9/10/2023 13:30
123,678,1290,12/1/2023 15:00
124,868,3953,8/2/2023 20:30
125,770,2995,11/18/2023 21:30
126,784,1748,9/27/2023 14:00
127,522,3159,5/12/2023 18:30
128,764,542,10/5/2023 14:30
129,731,3107,5/27/2023 19:30
130,759,2129,9/16/2023 13:30
131,449,2547,7/9/2023 12:00
132,415,3122,5/20/2023 15:00
133,294,3366,5/19/2023 11:00
134,287,3998,10/4/2023 21:00
135,546,2053,5/3/2023 21:00
136,241,3725,7/10/2023 19:00
137,599,3046,12/24/2023 11:00
138,525,2257,5/3/2023 16:00
139,421,3630,8/5/2023 14:00
140,970,889,6/5/2023 20:00
141,136,898,11/26/2023 17:30
142,646,1969,5/22/2023 18:00
143,27,2453,6/23/2023 17:00
144,615,3527,8/6/2023 17:30
145,989,3649,10/10/2023 19:00
146,253,3180,10/15/2023 19:30
147,980,1758,11/25/2023 18:30
148,390,3844,6/4/2023 19:00
149,488,3619,6/3/2023 21:00
150,196,2490,10/13/2023 11:00
151,879,3241,11/5/2023 20:30
152,856,213,10/28/2023 20:30
153,408,1782,7/13/2023 11:30
154,138,1594,9/8/2023 15:30
155,731,2515,11/24/2023 16:00
156,414,2341,12/5/2023 10:00
157,50,3342,11/17/2023 11:30
158,497,2411,7/14/2023 16:30
159,352,2735,10/23/2023 11:00
160,120,1636,5/20/2023 21:00
161,449,3715,10/26/2023 19:30
162,260,1087,9/24/2023 10:30
163,642,3937,10/8/2023 16:30
164,383,2554,8/4/2023 21:30
165,610,2200,6/18/2023 17:30
166,313,2524,8/19/2023 16:00
167,2,2051,8/10/2023 18:00
168,439,2709,7/7/2023 18:00
169,656,3466,6/2/2023 18:30
170,11,1372,5/27/2023 15:00
171,298,3885,12/27/2023 21:30
172,289,2682,10/23/2023 19:00
173,386,3232,12/18/2023 19:30
174,279,3657,9/13/2023 16:00
175,815,378,6/7/2023 14:00
176,928,3764,7/3/2023 12:00
177,877,3851,5/13/2023 18:00
178,460,1735,9/25/2023 13:00
179,163,1532,10/19/2023 17:30
180,793,3605,11/13/2023 18:00
181,943,3007,5/7/2023 18:00
182,267,2141,6/23/2023 10:30
183,650,2246,11/17/2023 19:00
184,576,1419,11/13/2023 13:30
185,25,708,7/12/2023 20:30
186,742,1963,7/6/2023 16:00
187,920,318,7/16/2023 15:00
188,113,3386,10/10/2023 15:30
189,778,3615,9/20/2023 16:00
190,236,3411,12/11/2023 19:00
191,69,1912,11/18/2023 10:30
192,512,3261,7/5/2023 13:30
193,55,986,8/10/2023 18:30
194,642,2367,10/28/2023 16:00
195,76,3217,8/8/2023 17:00
196,417,3458,7/11/2023 19:30
197,693,3856,5/20/2023 20:30
198,121,3003,8/19/2023 18:00
199,265,2497,10/17/2023 18:00
200,699,2308,7/12/2023 20:00
201,982,3865,12/2/2023 18:00
202,373,3835,10/7/2023 11:00
203,670,2536,5/25/2023 10:00
204,797,2744,10/18/2023 16:30
205,521,3712,7/23/2023 12:00
206,419,699,11/25/2023 16:00
207,525,3466,9/9/2023 12:30
208,70,2093,8/13/2023 14:00
209,585,776,6/26/2023 13:00
210,808,3440,12/10/2023 21:00
211,512,3501,12/28/2023 13:30
212,101,2170,12/16/2023 20:30
213,163,2752,5/20/2023 19:00
214,545,820,8/25/2023 12:00
215,493,2172,8/8/2023 19:30
216,194,2275,9/26/2023 14:30
217,546,364,12/8/2023 11:30
218,94,1813,10/8/2023 20:30
219,622,1266,12/23/2023 20:00
220,442,3634,10/8/2023 14:00
221,207,3001,8/2/2023 15:30
222,816,3950,9/12/2023 16:00
223,176,3713,6/8/2023 19:00
224,722,2140,6/13/2023 10:00
225,397,1614,10/17/2023 19:30
226,704,1208,5/16/2023 12:00
227,936,3027,12/6/2023 14:00
228,766,3997,6/3/2023 11:30
229,254,3942,8/17/2023 12:30
230,968,2812,11/5/2023 18:30
231,389,3869,10/21/2023 11:00
232,259,3879,8/17/2023 18:30
233,866,2969,9/11/2023 21:00
234,979,3721,8/24/2023 14:30
235,58,1239,6/26/2023 20:30
236,688,3578,8/20/2023 16:00
237,417,2838,7/6/2023 19:00
238,513,2469,5/11/2023 19:00
239,496,3546,5/20/2023 11:30
240,468,3823,7/12/2023 19:30
241,180,3107,11/26/2023 15:30
242,175,3992,8/6/2023 19:30
243,160,3318,12/28/2023 16:30
244,657,1105,12/15/2023 16:00
245,294,3571,5/8/2023 15:30
246,83,3986,6/7/2023 11:00
247,940,3630,5/22/2023 21:30
248,457,3076,10/10/2023 18:30
249,379,3328,10/6/2023 15:30
250,27,3863,9/12/2023 19:30
251,927,3590,5/29/2023 10:30
252,978,2963,10/21/2023 20:30
253,672,3979,10/20/2023 21:00
254,956,3849,5/14/2023 21:00
255,680,2990,9/23/2023 12:30
256,89,2323,12/19/2023 16:30
257,962,3574,9/26/2023 18:00
258,931,2590,10/12/2023 21:00
259,217,2613,6/4/2023 14:00
260,37,2950,7/4/2023 18:30
261,74,2781,9/24/2023 12:30
262,270,3595,5/16/2023 11:30
263,598,1661,7/9/2023 17:00
264,976,3361,5/26/2023 20:00
265,469,1156,6/22/2023 10:30
266,176,2802,12/10/2023 17:30
267,215,3711,10/26/2023 10:00
268,227,1798,5/23/2023 11:00
269,351,2507,7/15/2023 12:30
270,612,2282,12/13/2023 18:00
271,137,3341,6/23/2023 14:00
272,131,3981,11/22/2023 18:30
273,672,2552,9/23/2023 21:00
274,615,1867,11/12/2023 21:30
275,852,3867,5/28/2023 21:30
276,612,2100,11/17/2023 12:00
277,835,2733,9/5/2023 12:30
278,752,834,12/13/2023 10:00
279,171,3161,11/27/2023 19:30
280,452,3028,12/21/2023 12:30
281,392,3031,12/5/2023 13:00
282,130,1839,12/8/2023 19:30
283,711,3408,5/6/2023 20:00
284,618,3254,5/7/2023 15:30
285,305,1433,10/24/2023 18:00
286,597,3873,12/10/2023 20:30
287,355,2955,11/21/2023 14:00
288,7,2421,12/25/2023 11:00
289,396,3894,5/29/2023 11:00
290,810,3360,10/9/2023 20:30
291,712,3916,11/25/2023 19:30
292,481,2947,12/22/2023 15:00
293,258,1773,8/1/2023 19:30
294,71,877,8/21/2023 18:00
295,164,3147,12/11/2023 15:00
296,664,3954,7/3/2023 10:00
297,791,3946,8/11/2023 17:00
298,24,1966,10/19/2023 14:00
299,59,2227,5/16/2023 15:00
300,248,1140,9/25/2023 15:30
301,71,3995,6/14/2023 21:30
302,583,3677,8/29/2023 17:30
303,124,2927,5/7/2023 17:00
304,939,2356,7/18/2023 15:30
305,570,2809,10/4/2023 21:00
306,586,1342,7/19/2023 11:30
307,281,1150,10/25/2023 18:00
308,85,3042,12/22/2023 13:30
309,392,3183,6/4/2023 19:30
310,981,3298,10/3/2023 14:30
311,232,3562,11/11/2023 19:00
312,276,822,9/24/2023 18:00
313,451,1349,10/4/2023 18:00
314,188,3540,5/4/2023 11:30
315,704,2233,5/26/2023 11:30
316,673,3400,5/2/2023 12:00
317,301,2556,5/1/2023 18:00
318,96,3711,7/16/2023 19:30
319,133,2638,9/9/2023 10:00
320,20,3952,10/14/2023 14:00
321,153,1573,9/20/2023 20:30
322,173,2390,9/14/2023 13:00
323,376,642,9/5/2023 20:30
324,769,1769,6/3/2023 18:30
325,229,3388,5/25/2023 20:00
326,503,3328,10/24/2023 18:00
327,847,3889,6/25/2023 12:00
328,713,919,11/24/2023 11:30
329,457,3576,5/8/2023 15:00
330,85,3684,6/26/2023 19:00
331,498,3876,12/3/2023 13:30
332,563,2108,6/23/2023 18:00
333,903,2342,5/8/2023 11:30
334,428,1596,11/11/2023 10:00
335,402,458,11/18/2023 11:30
336,747,3956,9/22/2023 12:30
337,990,3291,8/11/2023 17:00
338,979,3753,9/28/2023 20:00
339,964,2163,6/29/2023 17:00
340,86,3864,5/5/2023 13:00
341,552,3566,10/11/2023 11:00
342,966,2645,5/12/2023 13:00
343,51,1861,11/21/2023 21:30
344,247,2634,5/9/2023 18:00
345,310,3201,7/5/2023 11:30
346,347,1951,10/29/2023 10:30
347,444,3467,10/6/2023 17:00
348,269,2663,9/23/2023 12:30
349,116,3488,11/27/2023 19:00
350,91,655,7/5/2023 17:30
351,6,3931,7/14/2023 11:30
352,319,2133,8/28/2023 12:30
353,842,2392,6/29/2023 19:00
354,501,2323,11/15/2023 16:30
355,58,3027,6/26/2023 15:30
356,516,2708,5/7/2023 15:00
357,98,3970,11/12/2023 14:30
358,478,2246,10/10/2023 13:00
359,749,985,5/24/2023 14:00
360,2,3821,5/28/2023 14:30
361,116,3083,12/29/2023 18:00
362,726,1961,12/15/2023 10:00
363,520,3204,6/24/2023 11:00
364,704,3244,5/6/2023 18:00
365,148,3361,5/15/2023 18:00
366,83,3237,12/29/2023 20:30
367,890,2244,12/9/2023 20:00
368,924,3851,8/28/2023 12:30
369,683,2310,10/13/2023 11:30
370,648,3796,7/21/2023 11:00
371,842,2600,6/23/2023 18:00
372,950,3111,6/23/2023 12:00
373,639,616,9/8/2023 17:00
374,195,3071,12/27/2023 20:30
375,135,2896,6/4/2023 18:00
376,916,3408,6/25/2023 16:30
377,20,3997,6/15/2023 17:00
378,74,492,7/10/2023 10:30
379,346,3831,11/20/2023 18:00
380,804,1279,11/17/2023 12:30
381,666,2279,11/5/2023 10:30
382,305,2773,7/2/2023 11:30
383,422,498,5/19/2023 15:30
384,496,3038,6/24/2023 16:30
385,274,3175,11/6/2023 14:30
386,400,1141,5/1/2023 18:30
387,908,3170,12/17/2023 21:30
388,480,3401,11/28/2023 17:00
389,904,795,7/7/2023 17:00
390,525,3718,11/13/2023 17:00
391,748,2810,10/17/2023 20:00
392,989,3730,10/1/2023 19:00
393,544,1995,9/24/2023 20:00
394,323,3009,12/14/2023 18:00
395,458,3672,10/24/2023 12:00
396,130,2042,11/4/2023 21:00
397,689,3063,6/6/2023 10:30
398,204,3914,6/26/2023 12:00
399,117,2309,10/26/2023 13:00
400,816,2940,7/18/2023 18:00
401,263,1876,12/6/2023 10:00
402,589,2578,8/10/2023 12:30
403,491,460,5/16/2023 13:30
404,832,945,7/12/2023 15:00
405,981,1160,9/1/2023 11:00
406,701,3999,6/19/2023 11:00
407,547,3941,11/6/2023 11:00
408,624,579,7/20/2023 17:00
409,320,3799,8/11/2023 11:30
410,682,2574,7/25/2023 10:00
411,202,2814,7/15/2023 16:30
412,399,2955,9/13/2023 20:30
413,738,3212,6/21/2023 20:30
414,838,2442,9/23/2023 11:30
415,889,3668,8/28/2023 13:00
416,456,3755,9/21/2023 13:30
417,569,2447,7/18/2023 11:30
418,495,3693,12/9/2023 21:30
419,140,3598,5/16/2023 15:30
420,481,2640,12/23/2023 14:00
421,222,714,9/23/2023 13:00
422,177,3508,7/18/2023 12:30
423,921,3856,11/15/2023 15:30
424,401,1451,11/17/2023 21:30
425,717,2434,11/22/2023 20:00
426,539,2644,8/8/2023 19:30
427,240,110,8/11/2023 14:00
428,445,3949,6/7/2023 16:00
429,852,3316,7/20/2023 15:00
430,654,3236,10/5/2023 21:00
431,452,2782,5/19/2023 12:30
432,146,3844,7/3/2023 17:30
433,117,3481,10/22/2023 16:30
434,964,2829,5/19/2023 19:00
435,472,2208,9/27/2023 12:30
436,754,481,7/10/2023 12:00
437,910,3439,9/28/2023 11:00
438,825,3117,7/9/2023 11:30
439,238,1376,11/4/2023 16:00
440,907,3518,9/21/2023 13:30
441,831,3063,10/2/2023 12:00
442,522,522,9/21/2023 14:30
443,645,1996,6/2/2023 21:00
444,221,1647,11/17/2023 18:30
445,781,938,10/21/2023 18:30
446,770,3191,8/19/2023 10:30
447,558,3931,5/29/2023 15:00
448,585,3985,7/27/2023 18:00
449,798,3484,7/16/2023 18:00
450,616,3165,7/27/2023 16:30
451,790,624,8/26/2023 18:30
452,471,3037,9/21/2023 14:30
453,172,3488,8/16/2023 13:00
454,4,2684,10/2/2023 15:00
455,272,3585,10/10/2023 11:30
456,29,2917,9/3/2023 12:30
457,388,3080,6/28/2023 14:30
458,646,2270,9/25/2023 13:00
459,483,3288,7/29/2023 13:30
460,725,1452,11/27/2023 17:30
461,221,1361,6/29/2023 10:00
462,562,2358,6/6/2023 13:30
463,918,1675,6/4/2023 21:00
464,909,3809,9/23/2023 21:30
465,183,3627,7/5/2023 16:00
466,476,3024,6/9/2023 18:00
467,787,3992,11/15/2023 15:30
468,289,3283,8/28/2023 16:30
469,401,3790,9/26/2023 17:00
470,623,2374,10/4/2023 16:00
471,410,2565,12/29/2023 21:30
472,236,3626,10/21/2023 12:30
473,853,656,6/6/2023 12:00
474,250,2304,12/9/2023 19:30
475,352,2429,11/12/2023 17:30
476,268,1143,8/22/2023 20:30
477,990,2380,10/13/2023 21:00
478,526,3493,9/13/2023 20:00
479,430,3284,11/3/2023 10:30
480,266,3866,9/1/2023 19:00
481,593,3946,7/6/2023 10:30
482,933,1655,7/21/2023 20:30
483,182,3027,9/5/2023 19:30
484,921,52,6/20/2023 18:30
485,841,3957,9/26/2023 12:30
486,120,3438,8/13/2023 21:30
487,205,2344,11/26/2023 21:00
488,347,3970,5/28/2023 11:00
489,53,2281,6/22/2023 11:00
490,415,3732,7/25/2023 14:00
491,972,1009,9/20/2023 20:30
492,705,3473,5/2/2023 11:30
493,997,2947,10/28/2023 19:30
494,601,1215,9/7/2023 21:00
495,312,3514,9/3/2023 15:30
496,663,3589,7/14/2023 13:00
497,467,1521,5/12/2023 18:30
498,737,1790,7/21/2023 19:00
499,358,2591,5/23/2023 17:00
500,580,3592,7/28/2023 15:00
501,964,3933,8/5/2023 12:30
502,984,3980,8/6/2023 10:00
503,373,3585,11/10/2023 15:30
504,569,1622,8/9/2023 17:00
505,388,149,11/16/2023 14:30
506,842,3238,5/5/2023 11:30
507,402,2722,11/24/2023 17:30
508,820,1034,8/18/2023 21:00
509,546,3250,6/27/2023 13:00
510,295,3396,5/8/2023 11:00
511,597,3001,11/26/2023 18:30
512,398,3963,9/14/2023 21:00
513,578,949,11/20/2023 21:30
514,263,3845,9/19/2023 16:00
515,962,3985,12/13/2023 13:30
516,903,1985,9/15/2023 19:00
517,473,3741,9/1/2023 16:30
518,429,3787,12/26/2023 14:30
519,866,2321,10/27/2023 12:30
520,63,2957,7/23/2023 19:00
521,231,3562,8/27/2023 17:30
522,71,1974,9/28/2023 15:00
523,422,3830,10/16/2023 10:00
524,876,3990,5/25/2023 20:00
525,32,3901,5/29/2023 21:00
526,299,3291,7/3/2023 16:00
527,695,3368,5/11/2023 19:00
528,966,1946,12/16/2023 11:30
529,83,2054,11/7/2023 16:00
530,884,3717,12/10/2023 19:00
531,71,2808,8/5/2023 19:30
532,490,2561,12/5/2023 16:00
533,73,3675,12/22/2023 13:30
534,367,3999,12/12/2023 20:00
535,796,2760,7/28/2023 20:00
536,563,2411,6/6/2023 17:00
537,609,135,10/3/2023 20:00
538,185,1188,5/17/2023 20:00
539,6,3286,8/28/2023 19:30
540,363,2001,6/3/2023 14:30
541,270,1297,12/27/2023 20:00
542,212,3939,6/14/2023 17:00
543,628,2548,10/16/2023 10:30
544,522,909,8/20/2023 15:00
545,326,3876,10/17/2023 21:00
546,367,1055,6/28/2023 16:00
547,361,3161,12/3/2023 17:00
548,927,3707,12/25/2023 10:30
549,711,2168,11/22/2023 14:30
550,646,3717,6/22/2023 15:30
551,81,3694,8/21/2023 14:00
552,19,1210,6/6/2023 15:00
553,749,3169,9/2/2023 12:30
554,603,2297,5/12/2023 21:00
555,234,1249,5/6/2023 17:00
556,477,2855,8/16/2023 12:00
557,161,2482,10/12/2023 15:00
558,41,2422,10/26/2023 17:00
559,397,413,12/23/2023 15:00
560,701,2921,5/11/2023 15:30
561,785,1797,9/24/2023 12:00
562,302,2534,9/14/2023 11:30
563,30,3950,7/12/2023 13:30
564,661,3743,7/23/2023 14:00
565,829,3943,6/23/2023 11:00
566,162,3782,12/26/2023 16:30
567,86,2769,12/16/2023 13:00
568,18,3325,5/27/2023 13:00
569,533,3922,9/15/2023 15:30
570,636,1932,6/16/2023 10:30
571,192,3853,10/25/2023 15:30
572,534,2738,9/12/2023 18:00
573,434,2667,12/6/2023 21:00
574,242,3700,5/25/2023 14:30
575,221,2162,12/7/2023 21:30
576,372,3225,11/26/2023 20:30
577,448,3661,10/25/2023 18:30
578,342,2394,5/7/2023 18:30
579,588,3375,5/6/2023 19:30
580,556,3908,5/19/2023 12:00
581,513,3940,9/11/2023 19:30
582,872,3955,8/13/2023 16:00
583,56,320,5/15/2023 20:00
584,940,3614,7/28/2023 16:30
585,986,3153,12/22/2023 13:30
586,352,3943,8/1/2023 15:00
587,819,3944,8/6/2023 11:00
588,391,3712,8/1/2023 16:30
589,735,3909,8/7/2023 10:00
590,44,930,5/18/2023 20:30
591,749,2042,12/2/2023 17:00
592,968,3100,11/25/2023 14:30
593,131,3290,9/6/2023 18:30
594,977,2241,6/5/2023 11:00
595,804,3287,10/19/2023 17:00
596,281,2026,6/17/2023 18:00
597,856,1531,9/9/2023 11:00
598,243,1911,7/14/2023 13:00
599,826,3070,9/15/2023 10:30
600,144,3537,11/1/2023 11:30
601,191,2793,12/14/2023 11:30
602,166,3262,12/7/2023 18:00
603,689,1656,8/22/2023 11:00
604,168,3615,10/23/2023 15:00
605,763,3885,11/7/2023 19:00
606,149,2506,10/10/2023 10:00
607,3,3941,8/23/2023 17:30
608,735,1565,6/18/2023 14:30
609,926,2106,6/10/2023 19:30
610,474,1573,9/28/2023 20:30
611,870,2023,10/23/2023 11:30
612,599,1631,5/26/2023 17:30
613,309,811,6/2/2023 15:00
614,409,3112,7/13/2023 18:00
615,32,3836,5/22/2023 12:30
616,244,3862,12/19/2023 17:00
617,817,3711,11/24/2023 14:30
618,406,1805,8/3/2023 14:00
619,516,2656,8/5/2023 19:30
620,531,2561,7/17/2023 14:30
621,603,3846,8/15/2023 15:00
622,928,3692,10/14/2023 11:00
623,104,2638,7/6/2023 15:30
624,222,449,10/5/2023 17:00
625,850,3449,7/25/2023 12:30
626,116,3713,11/7/2023 16:00
627,296,1944,6/22/2023 14:00
628,282,3854,11/10/2023 15:30
629,654,3957,10/25/2023 18:30
630,134,3252,7/4/2023 14:00
631,875,2825,7/29/2023 14:00
632,424,2410,5/26/2023 15:30
633,684,3634,8/27/2023 13:00
634,6,3353,5/28/2023 19:00
635,576,2747,7/22/2023 15:00
636,228,2659,7/9/2023 17:30
637,768,889,6/13/2023 19:00
638,543,3654,8/25/2023 13:30
639,729,1599,5/24/2023 12:30
640,986,3925,6/28/2023 21:00
641,231,2962,5/18/2023 21:30
642,198,3365,11/23/2023 19:30
643,839,3984,12/18/2023 18:00
644,801,2943,6/25/2023 10:30
645,424,3630,9/7/2023 20:30
646,822,3694,12/18/2023 21:30
647,36,2808,5/28/2023 16:00
648,378,3535,10/5/2023 13:00
649,200,2071,11/5/2023 10:00
650,546,3990,9/1/2023 19:00
651,719,2393,11/16/2023 11:30
652,195,3367,7/22/2023 17:00
653,802,3136,8/14/2023 21:30
654,413,3818,8/23/2023 14:00
655,495,3645,7/29/2023 14:30
656,280,3872,7/29/2023 10:30
657,247,3557,5/13/2023 17:00
658,454,3589,9/29/2023 11:00
659,842,3174,10/27/2023 13:00
660,679,2347,6/7/2023 15:30
661,891,3385,11/17/2023 11:30
662,719,2951,9/22/2023 11:00
663,244,3977,9/15/2023 11:00
664,289,3587,11/2/2023 11:00
665,394,3190,8/10/2023 15:30
666,20,2426,7/21/2023 16:00
667,942,1280,12/18/2023 13:00
668,230,3772,10/4/2023 12:30
669,468,3920,11/17/2023 10:00
670,384,1843,11/25/2023 10:30
671,291,3747,6/27/2023 10:30
672,249,3290,10/17/2023 12:00
673,441,3452,11/12/2023 16:00
674,95,3099,9/4/2023 12:00
675,584,486,9/26/2023 11:30
676,643,2968,10/3/2023 10:30
677,131,3701,11/28/2023 19:00
678,564,3683,9/24/2023 11:00
679,169,2068,6/21/2023 10:00
680,427,3712,6/23/2023 20:00
681,314,3602,7/28/2023 14:00
682,184,3827,7/17/2023 21:30
683,952,221,9/21/2023 16:30
684,342,3592,5/20/2023 10:00
685,605,3754,6/1/2023 13:00
686,590,3123,7/23/2023 13:30
687,881,3598,6/22/2023 13:30
688,269,3963,8/28/2023 12:30
689,875,3834,5/14/2023 19:30
690,606,3959,11/12/2023 12:00
691,606,3734,6/15/2023 20:30
692,512,3525,6/11/2023 17:30
693,20,2435,6/15/2023 21:00
694,641,3294,7/15/2023 18:00
695,934,3398,9/26/2023 17:30
696,511,3917,6/7/2023 14:30
697,106,2081,10/15/2023 17:00
698,114,3834,8/24/2023 17:00
699,632,2974,9/1/2023 10:00
700,896,2113,9/6/2023 13:30
701,987,2730,12/15/2023 12:00
702,959,3953,10/8/2023 16:00
703,482,1429,5/15/2023 18:30
704,787,3035,5/12/2023 10:30
705,939,3052,6/19/2023 18:30
706,80,2938,12/24/2023 15:30
707,408,1167,7/16/2023 12:30
708,593,3919,10/24/2023 15:30
709,309,3848,8/26/2023 20:00
710,685,2700,5/22/2023 21:00
711,539,3691,11/8/2023 19:00
712,452,3589,12/29/2023 21:30
713,988,126,11/2/2023 14:30
714,671,3513,10/20/2023 11:30
715,168,3937,12/27/2023 21:30
716,73,1399,9/27/2023 20:30
717,153,2819,12/20/2023 10:30
718,90,3317,11/11/2023 17:00
719,61,2426,7/23/2023 19:30
720,77,3991,11/19/2023 15:00
721,441,415,5/15/2023 10:30
722,162,1875,11/4/2023 17:00
723,577,3895,5/29/2023 15:30
724,768,2190,9/27/2023 11:00
725,901,3773,10/22/2023 12:30
726,307,3928,9/7/2023 21:30
727,968,3914,7/26/2023 16:30
728,334,3599,10/4/2023 14:30
729,300,1949,9/23/2023 14:00
730,362,222,5/5/2023 16:00
731,904,1477,9/3/2023 10:30
732,790,3944,12/17/2023 12:00
733,62,3964,10/9/2023 20:30
734,360,2835,11/7/2023 19:30
735,779,2223,9/1/2023 10:30
736,223,2346,7/17/2023 20:30
737,472,3902,7/6/2023 20:00
738,87,3403,12/21/2023 13:30
739,691,2769,10/2/2023 19:30
740,485,3463,7/27/2023 15:00
741,172,2818,11/29/2023 16:00
742,87,3523,11/12/2023 16:30
743,181,1340,11/27/2023 15:00
744,3,2636,8/1/2023 15:00
745,704,1367,12/4/2023 16:00
746,357,3070,11/28/2023 14:30
747,466,619,5/11/2023 13:00
748,716,3670,12/18/2023 15:30
749,643,655,10/20/2023 16:00
750,608,3442,12/23/2023 17:00
751,142,1431,6/13/2023 15:30
752,872,3938,9/20/2023 13:30
753,387,2594,7/21/2023 13:30
754,852,1599,9/25/2023 13:00
755,284,2904,6/11/2023 13:30
756,412,3321,11/19/2023 18:30
757,844,2946,6/3/2023 11:30
758,586,818,12/3/2023 14:00
759,520,2067,8/3/2023 17:00
760,838,3668,7/3/2023 18:30
761,145,3523,12/15/2023 12:30
762,275,3120,10/25/2023 21:00
763,631,2438,11/20/2023 12:00
764,818,3377,10/4/2023 19:00
765,368,89,7/10/2023 11:30
766,381,1045,5/11/2023 12:00
767,59,3189,10/13/2023 10:00
768,83,1565,6/20/2023 11:30
769,335,3961,5/16/2023 15:30
770,390,2598,5/17/2023 11:30
771,747,3497,7/3/2023 12:30
772,691,3267,5/24/2023 10:00
773,841,267,7/11/2023 13:00
774,481,3173,12/6/2023 10:00
775,8,3032,7/6/2023 11:30
776,295,2659,6/13/2023 15:30
777,110,3843,5/17/2023 20:30
778,680,3448,9/11/2023 12:00
779,925,3772,6/10/2023 12:30
780,407,1523,10/3/2023 10:00
781,918,3547,11/20/2023 11:00
